retriever_date,dataset_name,monitoring_location_name,monitoring_location,monitoring_sublocation,monitoring_station,site_code,year,activity_start_date,activity_start_time,activity_end_date,activity_end_time,activity_depth_height_measure,activity_depth_height_unit,characteristic_name,characteristic_name_long,method_speciation,result_sample_fraction,result_value,result_unit,layer_collection_end_depth,layer_collection_start_depth,result_detection_quantitation_limit_measure,result_detection_quantitation_limit_unit,result_detection_quantitation_limit_type,result_status_id,result_comment,result_analytical_method_name,result_analytical_method_instrument,result_analytical_reference_method,activity_media_name,analysis_start_date,laboratory_name,laboratory_sample_id,field_comment,precip_rain_gauge_mm,digital_object_identifier,update_date,update_account
2022-06-13,LTER,224 LA CB,224,LA,CB,,2022,2022-06-13,09:15:59,,,,meta,PARTC,Carbon,as C,Non-Filterable (Particle),616.00000,ug/L,11.00,2.50,10,ug/L,Method Detection Level,Preliminary,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,,BASL - UAlberta,2022061303-02,,,,2023-05-16,chay
2022-06-13,LTER,224 LA CB,224,LA,CB,,2022,2022-06-13,09:15:59,,,,meta,PARTN,Nitrogen,as N,Non-Filterable (Particle),86.00000,ug/L,11.00,2.50,10,ug/L,Method Detection Level,Preliminary,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,,BASL - UAlberta,2022061303-02,,,,2023-05-16,chay
2022-06-13,LTER,224 LA CB,224,LA,CB,,2022,2022-06-13,09:10:53,,,,epi,PARTN,Nitrogen,as N,Non-Filterable (Particle),64.00000,ug/L,2.00,0.00,10,ug/L,Method Detection Level,Preliminary,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,,BASL - UAlberta,2022061303-01,,,,2023-05-16,chay
2022-06-13,LTER,224 LA CB,224,LA,CB,,2022,2022-06-13,09:10:53,,,,epi,PARTP,Phosphorus,as P,Non-Filterable (Particle),4.00000,ug/L,2.00,0.00,1,ug/L,Method Detection Level,Preliminary,,ELA-PartP,Shimadzu UV1800 Scanning Spectrophotometer,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,2023-05-04,eloewen,2022061303-01,,,,2023-05-16,chay
2022-06-27,LTER,224 LA CB,224,LA,CB,,2022,2022-06-27,,,,25.000,m,PARTC,Carbon,as C,Non-Filterable (Particle),1825.00000,ug/L,,,10,ug/L,Method Detection Level,Preliminary,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,,BASL - UAlberta,2022062703-07,,,,2023-05-16,chay
2022-06-27,LTER,224 LA CB,224,LA,CB,,2022,2022-06-27,,,,20.000,m,PARTC,Carbon,as C,Non-Filterable (Particle),652.00000,ug/L,,,10,ug/L,Method Detection Level,Preliminary,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,,BASL - UAlberta,2022062703-06,,,,2023-05-16,chay
2022-06-27,LTER,224 LA CB,224,LA,CB,,2022,2022-06-27,09:43:03,,,,meta,PARTC,Carbon,as C,Non-Filterable (Particle),768.00000,ug/L,11.00,4.00,10,ug/L,Method Detection Level,Preliminary,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,,BASL - UAlberta,2022062703-02,,,,2023-05-16,chay
2022-06-27,LTER,224 LA CB,224,LA,CB,,2022,2022-06-27,09:40:58,,,,epi,PARTC,Carbon,as C,Non-Filterable (Particle),439.00000,ug/L,3.50,0.00,10,ug/L,Method Detection Level,Preliminary,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,,BASL - UAlberta,2022062703-01,,,,2023-05-16,chay
2022-06-27,LTER,224 LA CB,224,LA,CB,,2022,2022-06-27,,,,5.000,m,PARTC,Carbon,as C,Non-Filterable (Particle),535.00000,ug/L,,,10,ug/L,Method Detection Level,Preliminary,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,,BASL - UAlberta,2022062703-03,,,,2023-05-16,chay
2022-06-27,LTER,224 LA CB,224,LA,CB,,2022,2022-06-27,,,,10.000,m,PARTC,Carbon,as C,Non-Filterable (Particle),1107.00000,ug/L,,,10,ug/L,Method Detection Level,Preliminary,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,,BASL - UAlberta,2022062703-04,,,,2023-05-16,chay
2022-06-27,LTER,224 LA CB,224,LA,CB,,2022,2022-06-27,,,,15.000,m,PARTC,Carbon,as C,Non-Filterable (Particle),681.00000,ug/L,,,10,ug/L,Method Detection Level,Preliminary,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,,BASL - UAlberta,2022062703-05,,,,2023-05-16,chay
2022-06-27,LTER,224 LA CB,224,LA,CB,,2022,2022-06-27,09:40:58,,,,epi,PARTN,Nitrogen,as N,Non-Filterable (Particle),56.00000,ug/L,3.50,0.00,10,ug/L,Method Detection Level,Preliminary,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,,BASL - UAlberta,2022062703-01,,,,2023-05-16,chay
2022-06-27,LTER,224 LA CB,224,LA,CB,,2022,2022-06-27,09:43:03,,,,meta,PARTN,Nitrogen,as N,Non-Filterable (Particle),90.00000,ug/L,11.00,4.00,10,ug/L,Method Detection Level,Preliminary,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,,BASL - UAlberta,2022062703-02,,,,2023-05-16,chay
2022-06-27,LTER,224 LA CB,224,LA,CB,,2022,2022-06-27,,,,5.000,m,PARTN,Nitrogen,as N,Non-Filterable (Particle),60.00000,ug/L,,,10,ug/L,Method Detection Level,Preliminary,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,,BASL - UAlberta,2022062703-03,,,,2023-05-16,chay
2022-06-27,LTER,224 LA CB,224,LA,CB,,2022,2022-06-27,,,,10.000,m,PARTN,Nitrogen,as N,Non-Filterable (Particle),154.00000,ug/L,,,10,ug/L,Method Detection Level,Preliminary,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,,BASL - UAlberta,2022062703-04,,,,2023-05-16,chay
2022-06-27,LTER,224 LA CB,224,LA,CB,,2022,2022-06-27,,,,15.000,m,PARTN,Nitrogen,as N,Non-Filterable (Particle),99.00000,ug/L,,,10,ug/L,Method Detection Level,Preliminary,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,,BASL - UAlberta,2022062703-05,,,,2023-05-16,chay
2022-06-27,LTER,224 LA CB,224,LA,CB,,2022,2022-06-27,,,,20.000,m,PARTN,Nitrogen,as N,Non-Filterable (Particle),72.00000,ug/L,,,10,ug/L,Method Detection Level,Preliminary,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,,BASL - UAlberta,2022062703-06,,,,2023-05-16,chay
2022-06-27,LTER,224 LA CB,224,LA,CB,,2022,2022-06-27,,,,25.000,m,PARTN,Nitrogen,as N,Non-Filterable (Particle),196.00000,ug/L,,,10,ug/L,Method Detection Level,Preliminary,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,,BASL - UAlberta,2022062703-07,,,,2023-05-16,chay
2022-07-25,LTER,224 LA CB,224,LA,CB,,2022,2022-07-25,09:10:23,,,,epi,PARTC,Carbon,as C,Non-Filterable (Particle),443.00000,ug/L,3.75,0.00,10,ug/L,Method Detection Level,Preliminary,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,,BASL - UAlberta,2022072502-01,,,,2023-05-16,chay
2022-07-25,LTER,224 LA CB,224,LA,CB,,2022,2022-07-25,09:25:28,,,,meta,PARTC,Carbon,as C,Non-Filterable (Particle),645.00000,ug/L,11.00,4.25,10,ug/L,Method Detection Level,Preliminary,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,,BASL - UAlberta,2022072502-02,,,,2023-05-16,chay
2022-07-25,LTER,224 LA CB,224,LA,CB,,2022,2022-07-25,09:10:23,,,,epi,PARTN,Nitrogen,as N,Non-Filterable (Particle),40.00000,ug/L,3.75,0.00,10,ug/L,Method Detection Level,Preliminary,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,,BASL - UAlberta,2022072502-01,,,,2023-05-16,chay
2022-07-25,LTER,224 LA CB,224,LA,CB,,2022,2022-07-25,09:25:28,,,,meta,PARTN,Nitrogen,as N,Non-Filterable (Particle),68.00000,ug/L,11.00,4.25,10,ug/L,Method Detection Level,Preliminary,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,,BASL - UAlberta,2022072502-02,,,,2023-05-16,chay
2022-08-08,LTER,224 LA CB,224,LA,CB,,2022,2022-08-08,,,,20.000,m,PARTC,Carbon,as C,Non-Filterable (Particle),1037.00000,ug/L,,,10,ug/L,Method Detection Level,Preliminary,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,,BASL - UAlberta,2022080802-06,,,,2023-05-16,chay
2022-08-08,LTER,224 LA CB,224,LA,CB,,2022,2022-08-08,09:36:54,,,,epi,PARTC,Carbon,as C,Non-Filterable (Particle),467.00000,ug/L,4.00,0.00,10,ug/L,Method Detection Level,Preliminary,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,,BASL - UAlberta,2022080802-01,,,,2023-05-16,chay
2022-08-08,LTER,224 LA CB,224,LA,CB,,2022,2022-08-08,,,,25.000,m,PARTC,Carbon,as C,Non-Filterable (Particle),1578.00000,ug/L,,,10,ug/L,Method Detection Level,Preliminary,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,,BASL - UAlberta,2022080802-07,,,,2023-05-16,chay
2022-08-08,LTER,224 LA CB,224,LA,CB,,2022,2022-08-08,09:38:58,,,,meta,PARTC,Carbon,as C,Non-Filterable (Particle),557.00000,ug/L,11.00,4.50,10,ug/L,Method Detection Level,Preliminary,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,,BASL - UAlberta,2022080802-02,,,,2023-05-16,chay
2022-08-08,LTER,224 LA CB,224,LA,CB,,2022,2022-08-08,,,,15.000,m,PARTC,Carbon,as C,Non-Filterable (Particle),538.00000,ug/L,,,10,ug/L,Method Detection Level,Preliminary,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,,BASL - UAlberta,2022080802-05,,,,2023-05-16,chay
2022-08-08,LTER,224 LA CB,224,LA,CB,,2022,2022-08-08,,,,10.000,m,PARTC,Carbon,as C,Non-Filterable (Particle),824.00000,ug/L,,,10,ug/L,Method Detection Level,Preliminary,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,,BASL - UAlberta,2022080802-04,,,,2023-05-16,chay
2022-08-08,LTER,224 LA CB,224,LA,CB,,2022,2022-08-08,,,,5.000,m,PARTC,Carbon,as C,Non-Filterable (Particle),604.00000,ug/L,,,10,ug/L,Method Detection Level,Preliminary,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,,BASL - UAlberta,2022080802-03,,,,2023-05-16,chay
2022-08-08,LTER,224 LA CB,224,LA,CB,,2022,2022-08-08,,,,25.000,m,PARTN,Nitrogen,as N,Non-Filterable (Particle),238.00000,ug/L,,,10,ug/L,Method Detection Level,Preliminary,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,,BASL - UAlberta,2022080802-07,,,,2023-05-16,chay
2022-08-08,LTER,224 LA CB,224,LA,CB,,2022,2022-08-08,,,,20.000,m,PARTN,Nitrogen,as N,Non-Filterable (Particle),118.00000,ug/L,,,10,ug/L,Method Detection Level,Preliminary,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,,BASL - UAlberta,2022080802-06,,,,2023-05-16,chay
2022-08-08,LTER,224 LA CB,224,LA,CB,,2022,2022-08-08,,,,15.000,m,PARTN,Nitrogen,as N,Non-Filterable (Particle),81.00000,ug/L,,,10,ug/L,Method Detection Level,Preliminary,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,,BASL - UAlberta,2022080802-05,,,,2023-05-16,chay
2022-08-08,LTER,224 LA CB,224,LA,CB,,2022,2022-08-08,,,,10.000,m,PARTN,Nitrogen,as N,Non-Filterable (Particle),111.00000,ug/L,,,10,ug/L,Method Detection Level,Preliminary,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,,BASL - UAlberta,2022080802-04,,,,2023-05-16,chay
2022-08-08,LTER,224 LA CB,224,LA,CB,,2022,2022-08-08,,,,5.000,m,PARTN,Nitrogen,as N,Non-Filterable (Particle),62.00000,ug/L,,,10,ug/L,Method Detection Level,Preliminary,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,,BASL - UAlberta,2022080802-03,,,,2023-05-16,chay
2022-08-08,LTER,224 LA CB,224,LA,CB,,2022,2022-08-08,09:38:58,,,,meta,PARTN,Nitrogen,as N,Non-Filterable (Particle),71.00000,ug/L,11.00,4.50,10,ug/L,Method Detection Level,Preliminary,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,,BASL - UAlberta,2022080802-02,,,,2023-05-16,chay
2022-08-08,LTER,224 LA CB,224,LA,CB,,2022,2022-08-08,09:36:54,,,,epi,PARTN,Nitrogen,as N,Non-Filterable (Particle),56.00000,ug/L,4.00,0.00,10,ug/L,Method Detection Level,Preliminary,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,,BASL - UAlberta,2022080802-01,,,,2023-05-16,chay
2022-08-22,LTER,224 LA CB,224,LA,CB,,2022,2022-08-22,08:57:15,,,,meta,PARTC,Carbon,as C,Non-Filterable (Particle),419.00000,ug/L,12.00,4.75,10,ug/L,Method Detection Level,Preliminary,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,,BASL - UAlberta,2022082202-02,,,,2023-05-16,chay
2022-08-22,LTER,224 LA CB,224,LA,CB,,2022,2022-08-22,08:37:55,,,,epi,PARTC,Carbon,as C,Non-Filterable (Particle),407.00000,ug/L,4.25,0.00,10,ug/L,Method Detection Level,Preliminary,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,,BASL - UAlberta,2022082202-01,,,,2023-05-16,chay
2022-08-22,LTER,224 LA CB,224,LA,CB,,2022,2022-08-22,08:57:15,,,,meta,PARTN,Nitrogen,as N,Non-Filterable (Particle),49.00000,ug/L,12.00,4.75,10,ug/L,Method Detection Level,Preliminary,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,,BASL - UAlberta,2022082202-02,,,,2023-05-16,chay
