retriever_date,dataset_name,monitoring_location_name,monitoring_location,monitoring_sublocation,monitoring_station,site_code,year,activity_start_date,activity_start_time,activity_end_date,activity_end_time,activity_depth_height_measure,activity_depth_height_unit,characteristic_name,characteristic_name_long,method_speciation,result_sample_fraction,result_value,result_unit,layer_collection_end_depth,layer_collection_start_depth,result_detection_quantitation_limit_measure,result_detection_quantitation_limit_unit,result_detection_quantitation_limit_type,result_status_id,result_comment,result_analytical_method_name,result_analytical_method_instrument,result_analytical_reference_method,activity_media_name,analysis_start_date,laboratory_name,laboratory_sample_id,field_comment,precip_rain_gauge_mm,digital_object_identifier,update_date,update_account
2022-06-27,LTER,224 LA CB,224,LA,CB,,2022,2022-06-27,09:43:03,,,,meta,TDN,"Total Nitrogen, mixed forms",as N,Dissolved,189.00000,ug/L,11.00,4.00,19.2,ug/L,Method Detection Level,Preliminary,,ELA-TDN/TDP,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,2022-12-05,bcooney,2022062703-02,,,,2023-05-16,chay
2022-06-27,LTER,224 LA CB,224,LA,CB,,2022,2022-06-27,09:43:03,,,,meta,TDP,"Total Phosphorus, mixed forms",as P,Dissolved,2.20000,ug/L,11.00,4.00,0.34,ug/L,Method Detection Level,Preliminary,,ELA-TDN/TDP,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,2022-12-05,bcooney,2022062703-02,,,,2023-05-16,chay
2022-06-27,LTER,224 LA CB,224,LA,CB,,2022,2022-06-27,09:40:58,,,,epi,TDP,"Total Phosphorus, mixed forms",as P,Dissolved,1.40000,ug/L,3.50,0.00,0.34,ug/L,Method Detection Level,Preliminary,,ELA-TDN/TDP,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,2022-12-05,bcooney,2022062703-01,,,,2023-05-16,chay
2022-07-25,LTER,224 LA CB,224,LA,CB,,2022,2022-07-25,09:10:23,,,,epi,TDN,"Total Nitrogen, mixed forms",as N,Dissolved,200.00000,ug/L,3.75,0.00,4.1,ug/L,Method Detection Level,Preliminary,,ELA-TDN/TDP,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,2022-10-05,bcooney,2022072502-01,,,,2023-05-16,chay
2022-07-25,LTER,224 LA CB,224,LA,CB,,2022,2022-07-25,09:25:28,,,,meta,TDN,"Total Nitrogen, mixed forms",as N,Dissolved,186.00000,ug/L,11.00,4.25,4.1,ug/L,Method Detection Level,Preliminary,,ELA-TDN/TDP,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,2022-10-05,bcooney,2022072502-02,,,,2023-05-16,chay
2022-07-25,LTER,224 LA CB,224,LA,CB,,2022,2022-07-25,09:25:28,,,,meta,TDP,"Total Phosphorus, mixed forms",as P,Dissolved,2.70000,ug/L,11.00,4.25,0.38,ug/L,Method Detection Level,Preliminary,,ELA-TDN/TDP,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,2022-10-05,bcooney,2022072502-02,,,,2023-05-16,chay
2022-07-25,LTER,224 LA CB,224,LA,CB,,2022,2022-07-25,09:10:23,,,,epi,TDP,"Total Phosphorus, mixed forms",as P,Dissolved,2.10000,ug/L,3.75,0.00,0.38,ug/L,Method Detection Level,Preliminary,,ELA-TDN/TDP,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,2022-10-05,bcooney,2022072502-01,,,,2023-05-16,chay
2022-08-08,LTER,224 LA CB,224,LA,CB,,2022,2022-08-08,09:38:58,,,,meta,TDN,"Total Nitrogen, mixed forms",as N,Dissolved,181.00000,ug/L,11.00,4.50,5.8,ug/L,Method Detection Level,Preliminary,,ELA-TDN/TDP,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,2022-12-06,bcooney,2022080802-02,,,,2023-05-16,chay
2022-08-08,LTER,224 LA CB,224,LA,CB,,2022,2022-08-08,09:36:54,,,,epi,TDN,"Total Nitrogen, mixed forms",as N,Dissolved,201.00000,ug/L,4.00,0.00,5.8,ug/L,Method Detection Level,Preliminary,,ELA-TDN/TDP,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,2022-12-06,bcooney,2022080802-01,,,,2023-05-16,chay
2022-08-08,LTER,224 LA CB,224,LA,CB,,2022,2022-08-08,09:36:54,,,,epi,TDP,"Total Phosphorus, mixed forms",as P,Dissolved,6.50000,ug/L,4.00,0.00,0.36,ug/L,Method Detection Level,Preliminary,,ELA-TDN/TDP,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,2022-12-06,bcooney,2022080802-01,,,,2023-05-16,chay
2022-08-08,LTER,224 LA CB,224,LA,CB,,2022,2022-08-08,09:38:58,,,,meta,TDP,"Total Phosphorus, mixed forms",as P,Dissolved,1.60000,ug/L,11.00,4.50,0.36,ug/L,Method Detection Level,Preliminary,,ELA-TDN/TDP,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,2022-12-06,bcooney,2022080802-02,,,,2023-05-16,chay
2022-08-22,LTER,224 LA CB,224,LA,CB,,2022,2022-08-22,08:37:55,,,,epi,TDN,"Total Nitrogen, mixed forms",as N,Dissolved,203.00000,ug/L,4.25,0.00,,ug/L,Method Detection Level,Preliminary,,ELA-TDN/TDP,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,2022-12-07,bcooney,2022082202-01,,,,2023-05-16,chay
2022-08-22,LTER,224 LA CB,224,LA,CB,,2022,2022-08-22,08:57:15,,,,meta,TDN,"Total Nitrogen, mixed forms",as N,Dissolved,200.00000,ug/L,12.00,4.75,,ug/L,Method Detection Level,Preliminary,,ELA-TDN/TDP,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,2022-12-07,bcooney,2022082202-02,,,,2023-05-16,chay
2022-08-22,LTER,224 LA CB,224,LA,CB,,2022,2022-08-22,08:57:15,,,,meta,TDP,"Total Phosphorus, mixed forms",as P,Dissolved,0.90000,ug/L,12.00,4.75,,ug/L,Method Detection Level,Preliminary,,ELA-TDN/TDP,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,2022-12-07,bcooney,2022082202-02,,,,2023-05-16,chay
2022-08-22,LTER,224 LA CB,224,LA,CB,,2022,2022-08-22,08:37:55,,,,epi,TDP,"Total Phosphorus, mixed forms",as P,Dissolved,1.10000,ug/L,4.25,0.00,,ug/L,Method Detection Level,Preliminary,,ELA-TDN/TDP,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,2022-12-07,bcooney,2022082202-01,,,,2023-05-16,chay
2022-06-07,LTER,239 LA CB,239,,,,2022,2022-06-07,09:09:15,,,,epi,TDN,"Total Nitrogen, mixed forms",as N,Dissolved,290.00000,ug/L,2.50,0.00,9.1,ug/L,Method Detection Level,Preliminary,,ELA-TDN/TDP,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,2022-08-15,bcooney,2022060703-01,,,,2023-05-16,chay
2022-06-07,LTER,239 LA CB,239,,,,2022,2022-06-07,09:18:21,,,,meta,TDN,"Total Nitrogen, mixed forms",as N,Dissolved,252.00000,ug/L,6.00,3.00,9.1,ug/L,Method Detection Level,Preliminary,,ELA-TDN/TDP,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,2022-08-15,bcooney,2022060703-02,,,,2023-05-16,chay
2022-06-07,LTER,239 LA CB,239,,,,2022,2022-06-07,09:09:33,,,,epi,TDN,"Total Nitrogen, mixed forms",as N,Dissolved,254.00000,ug/L,2.50,0.00,9.1,ug/L,Method Detection Level,Preliminary,,ELA-TDN/TDP,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,2022-08-15,bcooney,2022060703-05,,,,2023-05-16,chay
2022-06-07,LTER,239 LA CB,239,,,,2022,2022-06-07,09:09:15,,,,epi,TDP,"Total Phosphorus, mixed forms",as P,Dissolved,5.40000,ug/L,2.50,0.00,0.65,ug/L,Method Detection Level,Preliminary,,ELA-TDN/TDP,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,2022-08-15,bcooney,2022060703-01,,,,2023-05-16,chay
2022-06-07,LTER,239 LA CB,239,,,,2022,2022-06-07,09:18:21,,,,meta,TDP,"Total Phosphorus, mixed forms",as P,Dissolved,3.70000,ug/L,6.00,3.00,0.65,ug/L,Method Detection Level,Preliminary,,ELA-TDN/TDP,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,2022-08-15,bcooney,2022060703-02,,,,2023-05-16,chay
2022-06-07,LTER,239 LA CB,239,,,,2022,2022-06-07,09:09:33,,,,epi,TDP,"Total Phosphorus, mixed forms",as P,Dissolved,3.80000,ug/L,2.50,0.00,0.65,ug/L,Method Detection Level,Preliminary,,ELA-TDN/TDP,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,2022-08-15,bcooney,2022060703-05,,,,2023-05-16,chay
2022-06-21,LTER,239 LA CB,239,,,,2022,2022-06-21,08:56:20,,,,meta,TDN,"Total Nitrogen, mixed forms",as N,Dissolved,250.00000,ug/L,6.00,3.25,,ug/L,Method Detection Level,Preliminary,,ELA-TDN/TDP,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,2022-12-05,bcooney,2022062103-02,,,,2023-05-16,chay
2022-06-21,LTER,239 LA CB,239,,,,2022,2022-06-21,08:48:17,,,,epi,TDN,"Total Nitrogen, mixed forms",as N,Dissolved,254.00000,ug/L,2.75,0.00,,ug/L,Method Detection Level,Preliminary,,ELA-TDN/TDP,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,2022-12-05,bcooney,2022062103-01,,,,2023-05-16,chay
2022-06-21,LTER,239 LA CB,239,,,,2022,2022-06-21,08:48:17,,,,epi,TDP,"Total Phosphorus, mixed forms",as P,Dissolved,1.10000,ug/L,2.75,0.00,,ug/L,Method Detection Level,Preliminary,,ELA-TDN/TDP,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,2022-12-05,bcooney,2022062103-01,,,,2023-05-16,chay
2022-06-21,LTER,239 LA CB,239,,,,2022,2022-06-21,08:56:20,,,,meta,TDP,"Total Phosphorus, mixed forms",as P,Dissolved,1.30000,ug/L,6.00,3.25,,ug/L,Method Detection Level,Preliminary,,ELA-TDN/TDP,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,2022-12-05,bcooney,2022062103-02,,,,2023-05-16,chay
2022-07-19,LTER,239 LA CB,239,,,,2022,2022-07-19,13:15:41,,,,epi,TDN,"Total Nitrogen, mixed forms",as N,Dissolved,257.00000,ug/L,2.50,0.00,8.6,ug/L,Method Detection Level,Preliminary,,ELA-TDN/TDP,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,2022-10-05,bcooney,2022071903-05,,,,2023-05-16,chay
2022-07-19,LTER,239 LA CB,239,,,,2022,2022-07-19,13:30:30,,,,meta,TDN,"Total Nitrogen, mixed forms",as N,Dissolved,257.00000,ug/L,7.00,3.00,8.6,ug/L,Method Detection Level,Preliminary,,ELA-TDN/TDP,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,2022-10-05,bcooney,2022071903-02,,,,2023-05-16,chay
2022-07-19,LTER,239 LA CB,239,,,,2022,2022-07-19,13:11:16,,,,epi,TDN,"Total Nitrogen, mixed forms",as N,Dissolved,267.00000,ug/L,2.50,0.00,8.6,ug/L,Method Detection Level,Preliminary,,ELA-TDN/TDP,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,2022-10-05,bcooney,2022071903-01,,,,2023-05-16,chay
2022-07-19,LTER,239 LA CB,239,,,,2022,2022-07-19,13:15:41,,,,epi,TDP,"Total Phosphorus, mixed forms",as P,Dissolved,1.80000,ug/L,2.50,0.00,0.18,ug/L,Method Detection Level,Preliminary,,ELA-TDN/TDP,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,2022-10-05,bcooney,2022071903-05,,,,2023-05-16,chay
2022-07-19,LTER,239 LA CB,239,,,,2022,2022-07-19,13:11:16,,,,epi,TDP,"Total Phosphorus, mixed forms",as P,Dissolved,1.80000,ug/L,2.50,0.00,0.18,ug/L,Method Detection Level,Preliminary,,ELA-TDN/TDP,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,2022-10-05,bcooney,2022071903-01,,,,2023-05-16,chay
2022-07-19,LTER,239 LA CB,239,,,,2022,2022-07-19,13:30:30,,,,meta,TDP,"Total Phosphorus, mixed forms",as P,Dissolved,1.90000,ug/L,7.00,3.00,0.18,ug/L,Method Detection Level,Preliminary,,ELA-TDN/TDP,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,2022-10-05,bcooney,2022071903-02,,,,2023-05-16,chay
2022-08-03,LTER,239 LA CB,239,,,,2022,2022-08-03,13:42:34,,,,epi,TDN,"Total Nitrogen, mixed forms",as N,Dissolved,262.00000,ug/L,3.25,0.00,5.8,ug/L,Method Detection Level,Preliminary,,ELA-TDN/TDP,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,2022-12-06,bcooney,2022080303-01,,,,2023-05-16,chay
2022-08-03,LTER,239 LA CB,239,,,,2022,2022-08-03,13:51:49,,,,meta,TDN,"Total Nitrogen, mixed forms",as N,Dissolved,262.00000,ug/L,5.00,3.75,5.8,ug/L,Method Detection Level,Preliminary,,ELA-TDN/TDP,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,2022-12-06,bcooney,2022080303-02,,,,2023-05-16,chay
2022-08-03,LTER,239 LA CB,239,,,,2022,2022-08-03,13:42:34,,,,epi,TDP,"Total Phosphorus, mixed forms",as P,Dissolved,3.80000,ug/L,3.25,0.00,0.36,ug/L,Method Detection Level,Preliminary,,ELA-TDN/TDP,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,2022-12-06,bcooney,2022080303-01,,,,2023-05-16,chay
2022-08-03,LTER,239 LA CB,239,,,,2022,2022-08-03,13:51:49,,,,meta,TDP,"Total Phosphorus, mixed forms",as P,Dissolved,3.50000,ug/L,5.00,3.75,0.36,ug/L,Method Detection Level,Preliminary,,ELA-TDN/TDP,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,2022-12-06,bcooney,2022080303-02,,,,2023-05-16,chay
2022-08-16,LTER,239 LA CB,239,,,,2022,2022-08-16,08:21:43,,,,epi,TDN,"Total Nitrogen, mixed forms",as N,Dissolved,263.00000,ug/L,2.50,0.00,8.6,ug/L,Method Detection Level,Preliminary,,ELA-TDN/TDP,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,2022-12-06,bcooney,2022081603-05,,,,2023-05-16,chay
2022-08-16,LTER,239 LA CB,239,,,,2022,2022-08-16,08:14:01,,,,epi,TDN,"Total Nitrogen, mixed forms",as N,Dissolved,265.00000,ug/L,2.50,0.00,8.6,ug/L,Method Detection Level,Preliminary,,ELA-TDN/TDP,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,2022-12-06,bcooney,2022081603-01,,,,2023-05-16,chay
2022-08-16,LTER,239 LA CB,239,,,,2022,2022-08-16,08:25:08,,,,meta,TDN,"Total Nitrogen, mixed forms",as N,Dissolved,246.00000,ug/L,6.00,3.00,8.6,ug/L,Method Detection Level,Preliminary,,ELA-TDN/TDP,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,2022-12-06,bcooney,2022081603-02,,,,2023-05-16,chay
2022-08-16,LTER,239 LA CB,239,,,,2022,2022-08-16,08:25:08,,,,meta,TDP,"Total Phosphorus, mixed forms",as P,Dissolved,1.60000,ug/L,6.00,3.00,0.30,ug/L,Method Detection Level,Preliminary,,ELA-TDN/TDP,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,2022-12-06,bcooney,2022081603-02,,,,2023-05-16,chay
2022-08-16,LTER,239 LA CB,239,,,,2022,2022-08-16,08:21:43,,,,epi,TDP,"Total Phosphorus, mixed forms",as P,Dissolved,1.30000,ug/L,2.50,0.00,0.30,ug/L,Method Detection Level,Preliminary,,ELA-TDN/TDP,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Fourth Edition, 20XX",Lake Water,2022-12-06,bcooney,2022081603-05,,,,2023-05-16,chay
